sentence,label
"/*
 * @description
 *  Cross Site Scripting (XSS) in attributes; Examples(replace QUOTE with an actual double quote): ?img_loc=http://www.google.comQUOTE%20onerror=QUOTEalert(1) and ?img_loc=http://www.google.comQUOTE%20onerror=QUOTEjavascript:alert(1)
 * BadSource: File Read data from file (named c:\data.txt)
 * GoodSource: A hardcoded string
 * Sinks: printlnServlet
 *    BadSink : XSS in img src attribute
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: Input is not verified/sanitized before use in an image tag */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _XSS_Attribute__Servlet_File_81_bad.java
Label Definition File: _XSS_Attribute__Servlet.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
",CWE
"/*
 * @description
 *  Cross Site Scripting (XSS) in attributes; Examples(replace QUOTE with an actual double quote): ?img_loc=http://www.google.comQUOTE%20onerror=QUOTEalert(1) and ?img_loc=http://www.google.comQUOTE%20onerror=QUOTEjavascript:alert(1)
 * BadSource: URLConnection Read data from a web server with URLConnection
 * GoodSource: A hardcoded string
 * Sinks: printlnServlet
 *    BadSink : XSS in img src attribute
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: Input is not verified/sanitized before use in an image tag */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _XSS_Attribute__Servlet_URLConnection_81_bad.java
Label Definition File: _XSS_Attribute__Servlet.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
",CWE
"/*
 * @description
 *  Cross Site Scripting (XSS) in attributes; Examples(replace QUOTE with an actual double quote): ?img_loc=http://www.google.comQUOTE%20onerror=QUOTEalert(1) and ?img_loc=http://www.google.comQUOTE%20onerror=QUOTEjavascript:alert(1)
 * BadSource: getQueryString_Servlet Parse id param out of the URL query string (without using getParameter())
 * GoodSource: A hardcoded string
 * Sinks: printlnServlet
 *    BadSink : XSS in img src attribute
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: Input is not verified/sanitized before use in an image tag */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _XSS_Attribute__Servlet_getQueryString_Servlet_81_bad.java
Label Definition File: _XSS_Attribute__Servlet.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
",CWE
"/*
 * @description
 *  Unchecked return value is null, leading to a null pointer dereference.
 * BadSource: System_getProperty Set data to return of System.getProperty
 * GoodSource: Set data to fixed, non-null String
 * Sinks: trim
 *    GoodSink: Check data for null before calling trim()
 *    BadSink : Call trim() on possibly null object
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: data could be null */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _NULL_Deref_From_Return__System_getProperty_trim_81_bad.java
Label Definition File: _NULL_Deref_From_Return.label.xml
Template File: sources-sinks-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
",CWE
"/*
 * @description
 *  Unchecked return value is null, leading to a null pointer dereference.
 * BadSource:  Use a custom method which may return null
 * GoodSource: Use a custom method that never returns null
 * Sinks: trim
 *    GoodSink: Check data for null before calling trim()
 *    BadSink : Call trim() on possibly null object
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: data could be null */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _NULL_Deref_From_Return__Class_String_81_bad.java
Label Definition File: _NULL_Deref_From_Return__Class.label.xml
Template File: sources-sinks-81_bad.tmpl.java
*/
import testcasesupport.*;
",CWE
"/*
 * @description
 *  Unchecked return value is null, leading to a null pointer dereference.
 * BadSource: Properties_getProperty Set data to return of Properties.getProperty
 * GoodSource: Set data to fixed, non-null String
 * Sinks: trim
 *    GoodSink: Check data for null before calling trim()
 *    BadSink : Call trim() on possibly null object
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: data could be null */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _NULL_Deref_From_Return__Properties_getProperty_trim_81_bad.java
Label Definition File: _NULL_Deref_From_Return.label.xml
Template File: sources-sinks-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
",CWE
"/*
 * @description
 *  Unchecked return value is null, leading to a null pointer dereference.
 * BadSource: getParameter_Servlet Set data to return of getParameter_Servlet
 * GoodSource: Set data to fixed, non-null String
 * Sinks: trim
 *    GoodSink: Check data for null before calling trim()
 *    BadSink : Call trim() on possibly null object
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: data could be null */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _NULL_Deref_From_Return__getParameter_Servlet_trim_81_bad.java
Label Definition File: _NULL_Deref_From_Return.label.xml
Template File: sources-sinks-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
",CWE
"/*
 * @description
 *  Unchecked return value is null, leading to a null pointer dereference.
 * BadSource: getParameter_Servlet Set data to return of getParameter_Servlet
 * GoodSource: Set data to fixed, non-null String
 * Sinks: equals
 *    GoodSink: Call equals() on string literal (that is not null)
 *    BadSink : Call equals() on possibly null object
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: data could be null */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _NULL_Deref_From_Return__getParameter_Servlet_equals_81_bad.java
Label Definition File: _NULL_Deref_From_Return.label.xml
Template File: sources-sinks-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
",CWE
"/*
 * @description
 *  Unchecked return value is null, leading to a null pointer dereference.
 * BadSource: Properties_getProperty Set data to return of Properties.getProperty
 * GoodSource: Set data to fixed, non-null String
 * Sinks: equals
 *    GoodSink: Call equals() on string literal (that is not null)
 *    BadSink : Call equals() on possibly null object
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: data could be null */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _NULL_Deref_From_Return__Properties_getProperty_equals_81_bad.java
Label Definition File: _NULL_Deref_From_Return.label.xml
Template File: sources-sinks-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
",CWE
"/*
 * @description
 *  Unchecked return value is null, leading to a null pointer dereference.
 * BadSource:  Use a custom method which may return null
 * GoodSource: Use a custom method that never returns null
 * Sinks: trim
 *    GoodSink: Check data for null before calling trim()
 *    BadSink : Call trim() on possibly null object
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: data could be null */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _NULL_Deref_From_Return__Class_StringBuilder_81_bad.java
Label Definition File: _NULL_Deref_From_Return__Class.label.xml
Template File: sources-sinks-81_bad.tmpl.java
*/
import testcasesupport.*;
",CWE
"/*
 * @description
 *  Unchecked return value is null, leading to a null pointer dereference.
 * BadSource: System_getProperty Set data to return of System.getProperty
 * GoodSource: Set data to fixed, non-null String
 * Sinks: equals
 *    GoodSink: Call equals() on string literal (that is not null)
 *    BadSink : Call equals() on possibly null object
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: data could be null */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _NULL_Deref_From_Return__System_getProperty_equals_81_bad.java
Label Definition File: _NULL_Deref_From_Return.label.xml
Template File: sources-sinks-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
",CWE
"/*
 * @description
 *  Relative Path Traversal
 * BadSource: listen_tcp Read data using a listening tcp connection
 * GoodSource: A hardcoded string
 * Sinks: readFile
 *    BadSink : no validation
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* running on Windows */
/* running on non-Windows */
/* POTENTIAL FLAW: no validation of concatenated value */
/* Close stream reading objects */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Relative_Path_Traversal__listen_tcp_81_bad.java
Label Definition File: _Relative_Path_Traversal.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import java.io.*;
import javax.servlet.http.*;
import java.util.logging.Level;
",CWE
"/*
 * @description
 *  Relative Path Traversal
 * BadSource: console_readLine Read data from the console using readLine()
 * GoodSource: A hardcoded string
 * Sinks: readFile
 *    BadSink : no validation
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* running on Windows */
/* running on non-Windows */
/* POTENTIAL FLAW: no validation of concatenated value */
/* Close stream reading objects */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Relative_Path_Traversal__console_readLine_81_bad.java
Label Definition File: _Relative_Path_Traversal.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import java.io.*;
import javax.servlet.http.*;
import java.util.logging.Level;
",CWE
"/*
 * @description
 *  Relative Path Traversal
 * BadSource: URLConnection Read data from a web server with URLConnection
 * GoodSource: A hardcoded string
 * Sinks: readFile
 *    BadSink : no validation
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* running on Windows */
/* running on non-Windows */
/* POTENTIAL FLAW: no validation of concatenated value */
/* Close stream reading objects */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Relative_Path_Traversal__URLConnection_81_bad.java
Label Definition File: _Relative_Path_Traversal.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import java.io.*;
import javax.servlet.http.*;
import java.util.logging.Level;
",CWE
"/*
 * @description
 *  Relative Path Traversal
 * BadSource: getParameter_Servlet Read data from a querystring using getParameter()
 * GoodSource: A hardcoded string
 * Sinks: readFile
 *    BadSink : no validation
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* running on Windows */
/* running on non-Windows */
/* POTENTIAL FLAW: no validation of concatenated value */
/* Close stream reading objects */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Relative_Path_Traversal__getParameter_Servlet_81_bad.java
Label Definition File: _Relative_Path_Traversal.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import java.io.*;
import javax.servlet.http.*;
import java.util.logging.Level;
",CWE
"/*
 * @description
 *  Relative Path Traversal
 * BadSource: File Read data from file (named c:\data.txt)
 * GoodSource: A hardcoded string
 * Sinks: readFile
 *    BadSink : no validation
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* running on Windows */
/* running on non-Windows */
/* POTENTIAL FLAW: no validation of concatenated value */
/* Close stream reading objects */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Relative_Path_Traversal__File_81_bad.java
Label Definition File: _Relative_Path_Traversal.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import java.io.*;
import javax.servlet.http.*;
import java.util.logging.Level;
",CWE
"/*
 * @description
 *  Relative Path Traversal
 * BadSource: PropertiesFile Read data from a .properties file (in property named data)
 * GoodSource: A hardcoded string
 * Sinks: readFile
 *    BadSink : no validation
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* running on Windows */
/* running on non-Windows */
/* POTENTIAL FLAW: no validation of concatenated value */
/* Close stream reading objects */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Relative_Path_Traversal__PropertiesFile_81_bad.java
Label Definition File: _Relative_Path_Traversal.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import java.io.*;
import javax.servlet.http.*;
import java.util.logging.Level;
",CWE
"/*
 * @description
 *  Relative Path Traversal
 * BadSource: getQueryString_Servlet Parse id param out of the URL query string (without using getParameter())
 * GoodSource: A hardcoded string
 * Sinks: readFile
 *    BadSink : no validation
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* running on Windows */
/* running on non-Windows */
/* POTENTIAL FLAW: no validation of concatenated value */
/* Close stream reading objects */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Relative_Path_Traversal__getQueryString_Servlet_81_bad.java
Label Definition File: _Relative_Path_Traversal.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import java.io.*;
import javax.servlet.http.*;
import java.util.logging.Level;
",CWE
"/*
 * @description
 *  Relative Path Traversal
 * BadSource: getCookies_Servlet Read data from the first cookie using getCookies()
 * GoodSource: A hardcoded string
 * Sinks: readFile
 *    BadSink : no validation
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* running on Windows */
/* running on non-Windows */
/* POTENTIAL FLAW: no validation of concatenated value */
/* Close stream reading objects */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Relative_Path_Traversal__getCookies_Servlet_81_bad.java
Label Definition File: _Relative_Path_Traversal.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import java.io.*;
import javax.servlet.http.*;
import java.util.logging.Level;
",CWE
"/*
 * @description
 *  Relative Path Traversal
 * BadSource: Environment Read data from an environment variable
 * GoodSource: A hardcoded string
 * Sinks: readFile
 *    BadSink : no validation
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* running on Windows */
/* running on non-Windows */
/* POTENTIAL FLAW: no validation of concatenated value */
/* Close stream reading objects */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Relative_Path_Traversal__Environment_81_bad.java
Label Definition File: _Relative_Path_Traversal.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import java.io.*;
import javax.servlet.http.*;
import java.util.logging.Level;
",CWE
"/*
 * @description
 *  Relative Path Traversal
 * BadSource: connect_tcp Read data using an outbound tcp connection
 * GoodSource: A hardcoded string
 * Sinks: readFile
 *    BadSink : no validation
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* running on Windows */
/* running on non-Windows */
/* POTENTIAL FLAW: no validation of concatenated value */
/* Close stream reading objects */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Relative_Path_Traversal__connect_tcp_81_bad.java
Label Definition File: _Relative_Path_Traversal.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import java.io.*;
import javax.servlet.http.*;
import java.util.logging.Level;
",CWE
"/*
 * @description
 *  Relative Path Traversal
 * BadSource: Property Read data from a system property
 * GoodSource: A hardcoded string
 * Sinks: readFile
 *    BadSink : no validation
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* running on Windows */
/* running on non-Windows */
/* POTENTIAL FLAW: no validation of concatenated value */
/* Close stream reading objects */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Relative_Path_Traversal__Property_81_bad.java
Label Definition File: _Relative_Path_Traversal.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import java.io.*;
import javax.servlet.http.*;
import java.util.logging.Level;
",CWE
"/*
 * @description
 *  Relative Path Traversal
 * BadSource: database Read data from a database
 * GoodSource: A hardcoded string
 * Sinks: readFile
 *    BadSink : no validation
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* running on Windows */
/* running on non-Windows */
/* POTENTIAL FLAW: no validation of concatenated value */
/* Close stream reading objects */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Relative_Path_Traversal__database_81_bad.java
Label Definition File: _Relative_Path_Traversal.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import java.io.*;
import javax.servlet.http.*;
import java.util.logging.Level;
",CWE
"/*
 * @description
 *  Absolute Path Traversal
 * BadSource: database Read data from a database
 * GoodSource: A hardcoded string
 * Sinks: readFile
 *    BadSink : read line from file from disk
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: unvalidated or sandboxed value */
/* Close stream reading objects */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Absolute_Path_Traversal__database_81_bad.java
Label Definition File: _Absolute_Path_Traversal.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import java.io.*;
import javax.servlet.http.*;
import java.util.logging.Level;
",CWE
"/*
 * @description
 *  Absolute Path Traversal
 * BadSource: Environment Read data from an environment variable
 * GoodSource: A hardcoded string
 * Sinks: readFile
 *    BadSink : read line from file from disk
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: unvalidated or sandboxed value */
/* Close stream reading objects */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Absolute_Path_Traversal__Environment_81_bad.java
Label Definition File: _Absolute_Path_Traversal.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import java.io.*;
import javax.servlet.http.*;
import java.util.logging.Level;
",CWE
"/*
 * @description
 *  Absolute Path Traversal
 * BadSource: PropertiesFile Read data from a .properties file (in property named data)
 * GoodSource: A hardcoded string
 * Sinks: readFile
 *    BadSink : read line from file from disk
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: unvalidated or sandboxed value */
/* Close stream reading objects */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Absolute_Path_Traversal__PropertiesFile_81_bad.java
Label Definition File: _Absolute_Path_Traversal.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import java.io.*;
import javax.servlet.http.*;
import java.util.logging.Level;
",CWE
"/*
 * @description
 *  Absolute Path Traversal
 * BadSource: console_readLine Read data from the console using readLine()
 * GoodSource: A hardcoded string
 * Sinks: readFile
 *    BadSink : read line from file from disk
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: unvalidated or sandboxed value */
/* Close stream reading objects */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Absolute_Path_Traversal__console_readLine_81_bad.java
Label Definition File: _Absolute_Path_Traversal.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import java.io.*;
import javax.servlet.http.*;
import java.util.logging.Level;
",CWE
"/*
 * @description
 *  Absolute Path Traversal
 * BadSource: getQueryString_Servlet Parse id param out of the URL query string (without using getParameter())
 * GoodSource: A hardcoded string
 * Sinks: readFile
 *    BadSink : read line from file from disk
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: unvalidated or sandboxed value */
/* Close stream reading objects */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Absolute_Path_Traversal__getQueryString_Servlet_81_bad.java
Label Definition File: _Absolute_Path_Traversal.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import java.io.*;
import javax.servlet.http.*;
import java.util.logging.Level;
",CWE
"/*
 * @description
 *  Absolute Path Traversal
 * BadSource: connect_tcp Read data using an outbound tcp connection
 * GoodSource: A hardcoded string
 * Sinks: readFile
 *    BadSink : read line from file from disk
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: unvalidated or sandboxed value */
/* Close stream reading objects */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Absolute_Path_Traversal__connect_tcp_81_bad.java
Label Definition File: _Absolute_Path_Traversal.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import java.io.*;
import javax.servlet.http.*;
import java.util.logging.Level;
",CWE
"/*
 * @description
 *  Absolute Path Traversal
 * BadSource: getParameter_Servlet Read data from a querystring using getParameter()
 * GoodSource: A hardcoded string
 * Sinks: readFile
 *    BadSink : read line from file from disk
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: unvalidated or sandboxed value */
/* Close stream reading objects */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Absolute_Path_Traversal__getParameter_Servlet_81_bad.java
Label Definition File: _Absolute_Path_Traversal.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import java.io.*;
import javax.servlet.http.*;
import java.util.logging.Level;
",CWE
"/*
 * @description
 *  Absolute Path Traversal
 * BadSource: File Read data from file (named c:\data.txt)
 * GoodSource: A hardcoded string
 * Sinks: readFile
 *    BadSink : read line from file from disk
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: unvalidated or sandboxed value */
/* Close stream reading objects */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Absolute_Path_Traversal__File_81_bad.java
Label Definition File: _Absolute_Path_Traversal.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import java.io.*;
import javax.servlet.http.*;
import java.util.logging.Level;
",CWE
"/*
 * @description
 *  Absolute Path Traversal
 * BadSource: Property Read data from a system property
 * GoodSource: A hardcoded string
 * Sinks: readFile
 *    BadSink : read line from file from disk
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: unvalidated or sandboxed value */
/* Close stream reading objects */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Absolute_Path_Traversal__Property_81_bad.java
Label Definition File: _Absolute_Path_Traversal.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import java.io.*;
import javax.servlet.http.*;
import java.util.logging.Level;
",CWE
"/*
 * @description
 *  Absolute Path Traversal
 * BadSource: URLConnection Read data from a web server with URLConnection
 * GoodSource: A hardcoded string
 * Sinks: readFile
 *    BadSink : read line from file from disk
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: unvalidated or sandboxed value */
/* Close stream reading objects */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Absolute_Path_Traversal__URLConnection_81_bad.java
Label Definition File: _Absolute_Path_Traversal.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import java.io.*;
import javax.servlet.http.*;
import java.util.logging.Level;
",CWE
"/*
 * @description
 *  Absolute Path Traversal
 * BadSource: listen_tcp Read data using a listening tcp connection
 * GoodSource: A hardcoded string
 * Sinks: readFile
 *    BadSink : read line from file from disk
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: unvalidated or sandboxed value */
/* Close stream reading objects */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Absolute_Path_Traversal__listen_tcp_81_bad.java
Label Definition File: _Absolute_Path_Traversal.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import java.io.*;
import javax.servlet.http.*;
import java.util.logging.Level;
",CWE
"/*
 * @description
 *  Absolute Path Traversal
 * BadSource: getCookies_Servlet Read data from the first cookie using getCookies()
 * GoodSource: A hardcoded string
 * Sinks: readFile
 *    BadSink : read line from file from disk
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: unvalidated or sandboxed value */
/* Close stream reading objects */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Absolute_Path_Traversal__getCookies_Servlet_81_bad.java
Label Definition File: _Absolute_Path_Traversal.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import java.io.*;
import javax.servlet.http.*;
import java.util.logging.Level;
",CWE
"/*
 * @description
 *  External Control of System or Configuration Setting
 * BadSource: console_readLine Read data from the console using readLine()
 * GoodSource: A hardcoded string
 * Sinks:
 *    BadSink : Set the catalog name with the value of data
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: Set the catalog name with the value of data
             * allowing a nonexistent catalog name or unauthorized access to a portion of the DB */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _External_Control_of_System_or_Configuration_Setting__console_readLine_81_bad.java
Label Definition File: _External_Control_of_System_or_Configuration_Setting.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
import java.sql.*;
import java.util.logging.Level;
",CWE
"/*
 * @description
 *  External Control of System or Configuration Setting
 * BadSource: Environment Read data from an environment variable
 * GoodSource: A hardcoded string
 * Sinks:
 *    BadSink : Set the catalog name with the value of data
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: Set the catalog name with the value of data
             * allowing a nonexistent catalog name or unauthorized access to a portion of the DB */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _External_Control_of_System_or_Configuration_Setting__Environment_81_bad.java
Label Definition File: _External_Control_of_System_or_Configuration_Setting.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
import java.sql.*;
import java.util.logging.Level;
",CWE
"/*
 * @description
 *  External Control of System or Configuration Setting
 * BadSource: getQueryString_Servlet Parse id param out of the URL query string (without using getParameter())
 * GoodSource: A hardcoded string
 * Sinks:
 *    BadSink : Set the catalog name with the value of data
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: Set the catalog name with the value of data
             * allowing a nonexistent catalog name or unauthorized access to a portion of the DB */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _External_Control_of_System_or_Configuration_Setting__getQueryString_Servlet_81_bad.java
Label Definition File: _External_Control_of_System_or_Configuration_Setting.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
import java.sql.*;
import java.util.logging.Level;
",CWE
"/*
 * @description
 *  External Control of System or Configuration Setting
 * BadSource: getCookies_Servlet Read data from the first cookie using getCookies()
 * GoodSource: A hardcoded string
 * Sinks:
 *    BadSink : Set the catalog name with the value of data
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: Set the catalog name with the value of data
             * allowing a nonexistent catalog name or unauthorized access to a portion of the DB */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _External_Control_of_System_or_Configuration_Setting__getCookies_Servlet_81_bad.java
Label Definition File: _External_Control_of_System_or_Configuration_Setting.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
import java.sql.*;
import java.util.logging.Level;
",CWE
"/*
 * @description
 *  External Control of System or Configuration Setting
 * BadSource: File Read data from file (named c:\data.txt)
 * GoodSource: A hardcoded string
 * Sinks:
 *    BadSink : Set the catalog name with the value of data
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: Set the catalog name with the value of data
             * allowing a nonexistent catalog name or unauthorized access to a portion of the DB */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _External_Control_of_System_or_Configuration_Setting__File_81_bad.java
Label Definition File: _External_Control_of_System_or_Configuration_Setting.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
import java.sql.*;
import java.util.logging.Level;
",CWE
